['CACM-0001', 39]
['CACM-2331', 21]
['CACM-2332', 25]
['CACM-2333', 33]
['CACM-2334', 29]
['CACM-2335', 28]
['CACM-2336', 24]
['CACM-2337', 35]
['CACM-2338', 27]
['CACM-2339', 66]
['CACM-2340', 70]
['CACM-2341', 152]
['CACM-2342', 123]
['CACM-2343', 84]
['CACM-2344', 92]
['CACM-2345', 79]
['CACM-2346', 25]
['CACM-2347', 25]
['CACM-2348', 26]
['CACM-2349', 40]
['CACM-2350', 34]
['CACM-2351', 16]
['CACM-2352', 20]
['CACM-2353', 49]
['CACM-2354', 85]
['CACM-2355', 74]
['CACM-2356', 111]
['CACM-2357', 74]
['CACM-2358', 121]
['CACM-2359', 95]
['CACM-2360', 37]
['CACM-2361', 32]
['CACM-2362', 38]
['CACM-2363', 22]
['CACM-2364', 35]
['CACM-2365', 70]
['CACM-2366', 57]
['CACM-2367', 81]
['CACM-2368', 60]
['CACM-2369', 68]
['CACM-2370', 68]
['CACM-2371', 35]
['CACM-2372', 73]
['CACM-2373', 102]
['CACM-2374', 88]
['CACM-2375', 90]
['CACM-2376', 95]
['CACM-2377', 126]
['CACM-2378', 101]
['CACM-2379', 103]
['CACM-2380', 118]
['CACM-2381', 22]
['CACM-2382', 18]
['CACM-2383', 68]
['CACM-2384', 22]
['CACM-2385', 22]
['CACM-2386', 19]
['CACM-2387', 56]
['CACM-2388', 73]
['CACM-2389', 59]
['CACM-2390', 84]
['CACM-2391', 30]
['CACM-2392', 27]
['CACM-2393', 32]
['CACM-2394', 37]
['CACM-2395', 32]
['CACM-2396', 113]
['CACM-2397', 16]
['CACM-2398', 73]
['CACM-2399', 41]
['CACM-2400', 54]
['CACM-2401', 70]
['CACM-2402', 96]
['CACM-2403', 23]
['CACM-2404', 28]
['CACM-2405', 24]
['CACM-2406', 77]
['CACM-2407', 66]
['CACM-2408', 33]
['CACM-2409', 34]
['CACM-2410', 37]
['CACM-2411', 51]
['CACM-2412', 43]
['CACM-2413', 45]
['CACM-2414', 22]
['CACM-2415', 28]
['CACM-2416', 31]
['CACM-2417', 37]
['CACM-2418', 24]
['CACM-2419', 24]
['CACM-2420', 67]
['CACM-2421', 107]
['CACM-2422', 18]
['CACM-2423', 97]
['CACM-2424', 97]
['CACM-2425', 16]
['CACM-2426', 27]
['CACM-2427', 25]
['CACM-2428', 26]
['CACM-2429', 33]
['CACM-2430', 27]
['CACM-2431', 23]
['CACM-2432', 23]
['CACM-2433', 73]
['CACM-2434', 64]
['CACM-2435', 61]
['CACM-2436', 63]
['CACM-2437', 78]
['CACM-2438', 116]
['CACM-2439', 50]
['CACM-2440', 19]
['CACM-2441', 17]
['CACM-2442', 17]
['CACM-2443', 20]
['CACM-2444', 30]
['CACM-2445', 23]
['CACM-2446', 31]
['CACM-2447', 32]
['CACM-2448', 19]
['CACM-2449', 40]
['CACM-2450', 60]
['CACM-2451', 106]
['CACM-2452', 90]
['CACM-2453', 92]
['CACM-2454', 61]
['CACM-2455', 74]
['CACM-2456', 64]
['CACM-2457', 70]
['CACM-2458', 17]
['CACM-2459', 23]
['CACM-2460', 16]
['CACM-2461', 16]
['CACM-2462', 18]
['CACM-2463', 18]
['CACM-2464', 22]
['CACM-2465', 28]
['CACM-2466', 33]
['CACM-2467', 28]
['CACM-2468', 22]
['CACM-2469', 38]
['CACM-2470', 136]
['CACM-2471', 76]
['CACM-2472', 18]
['CACM-2473', 21]
['CACM-2474', 26]
['CACM-2475', 24]
['CACM-2476', 24]
['CACM-2477', 39]
['CACM-2478', 52]
['CACM-2479', 81]
['CACM-2480', 100]
['CACM-2481', 53]
['CACM-2482', 80]
['CACM-2483', 119]
['CACM-2484', 72]
['CACM-2485', 66]
['CACM-2486', 67]
['CACM-2487', 45]
['CACM-2488', 37]
['CACM-2489', 33]
['CACM-2490', 51]
['CACM-2491', 48]
['CACM-2492', 50]
['CACM-2493', 51]
['CACM-2494', 70]
['CACM-2495', 32]
['CACM-2496', 57]
['CACM-2497', 96]
['CACM-2498', 78]
['CACM-2499', 123]
['CACM-2500', 85]
['CACM-2501', 102]
['CACM-2502', 25]
['CACM-2503', 15]
['CACM-2504', 29]
['CACM-2505', 34]
['CACM-2506', 31]
['CACM-2507', 38]
['CACM-2508', 22]
['CACM-2509', 17]
['CACM-2510', 19]
['CACM-2511', 15]
['CACM-2512', 21]
['CACM-2513', 59]
['CACM-2514', 54]
['CACM-2515', 55]
['CACM-2516', 60]
['CACM-2517', 64]
['CACM-2518', 65]
['CACM-2519', 66]
['CACM-2520', 30]
['CACM-2521', 36]
['CACM-2522', 73]
['CACM-2523', 63]
['CACM-2524', 85]
['CACM-2525', 67]
['CACM-2526', 79]
['CACM-2527', 63]
['CACM-2528', 25]
['CACM-2529', 28]
['CACM-2530', 41]
['CACM-2531', 23]
['CACM-2532', 30]
['CACM-2533', 30]
['CACM-2534', 134]
['CACM-2535', 71]
['CACM-2536', 70]
['CACM-2537', 77]
['CACM-2538', 91]
['CACM-2539', 26]
['CACM-2540', 19]
['CACM-2541', 104]
['CACM-2542', 81]
['CACM-2543', 101]
['CACM-2544', 52]
['CACM-2545', 66]
['CACM-2546', 145]
['CACM-2547', 94]
['CACM-2548', 34]
['CACM-2549', 28]
['CACM-2550', 35]
['CACM-2551', 25]
['CACM-2552', 58]
['CACM-2553', 24]
['CACM-2554', 58]
['CACM-2555', 62]
['CACM-2556', 94]
['CACM-2557', 58]
['CACM-2558', 74]
['CACM-2559', 78]
['CACM-2560', 45]
['CACM-2561', 70]
['CACM-2562', 17]
['CACM-2563', 19]
['CACM-2564', 18]
['CACM-2565', 29]
['CACM-2566', 28]
['CACM-2567', 74]
['CACM-2568', 79]
['CACM-2569', 72]
['CACM-2570', 67]
['CACM-2571', 66]
['CACM-2572', 89]
['CACM-2573', 35]
['CACM-2574', 29]
['CACM-2575', 32]
['CACM-2576', 28]
['CACM-2577', 30]
['CACM-2578', 30]
['CACM-2579', 59]
['CACM-2580', 72]
['CACM-2581', 62]
['CACM-2582', 99]
['CACM-2583', 36]
['CACM-2584', 54]
['CACM-2585', 21]
['CACM-2586', 23]
['CACM-2587', 21]
['CACM-2588', 21]
['CACM-2589', 22]
['CACM-2590', 17]
['CACM-2591', 21]
['CACM-2592', 65]
['CACM-2593', 65]
['CACM-2594', 96]
['CACM-2595', 84]
['CACM-2596', 76]
['CACM-2597', 93]
['CACM-2598', 106]
['CACM-2599', 26]
['CACM-2600', 23]
['CACM-2601', 27]
['CACM-2602', 22]
['CACM-2603', 71]
['CACM-2604', 53]
['CACM-2605', 68]
['CACM-2606', 65]
['CACM-2607', 30]
['CACM-2608', 19]
['CACM-2609', 39]
['CACM-2610', 48]
['CACM-2611', 18]
['CACM-2612', 20]
['CACM-2613', 19]
['CACM-2614', 23]
['CACM-2615', 26]
['CACM-2616', 54]
['CACM-2617', 19]
['CACM-2618', 63]
['CACM-2619', 58]
['CACM-2620', 89]
['CACM-2621', 48]
['CACM-2622', 95]
['CACM-2623', 68]
['CACM-2624', 68]
['CACM-2625', 130]
['CACM-2626', 81]
['CACM-2627', 63]
['CACM-2628', 77]
['CACM-2629', 95]
['CACM-2630', 40]
['CACM-2631', 87]
['CACM-2632', 126]
['CACM-2633', 49]
['CACM-2634', 63]
['CACM-2635', 19]
['CACM-2636', 20]
['CACM-2637', 18]
['CACM-2638', 18]
['CACM-2639', 18]
['CACM-2640', 22]
['CACM-2641', 30]
['CACM-2642', 32]
['CACM-2643', 50]
['CACM-2644', 56]
['CACM-2645', 129]
['CACM-2646', 73]
['CACM-2647', 32]
['CACM-2648', 46]
['CACM-2649', 37]
['CACM-2650', 86]
['CACM-2651', 90]
['CACM-2652', 98]
['CACM-2653', 22]
['CACM-2654', 28]
['CACM-2655', 28]
['CACM-2656', 59]
['CACM-2657', 65]
['CACM-2658', 27]
['CACM-2659', 26]
['CACM-2660', 24]
['CACM-2661', 26]
['CACM-2662', 27]
['CACM-2663', 25]
['CACM-2664', 39]
['CACM-2665', 78]
['CACM-2666', 43]
['CACM-2667', 90]
['CACM-2668', 77]
['CACM-2669', 116]
['CACM-2670', 45]
['CACM-2671', 24]
['CACM-2672', 29]
['CACM-2673', 41]
['CACM-2674', 81]
['CACM-2675', 20]
['CACM-2676', 17]
['CACM-2677', 24]
['CACM-2678', 28]
['CACM-2679', 90]
['CACM-2680', 65]
['CACM-2681', 58]
['CACM-2682', 78]
['CACM-2683', 76]
['CACM-2684', 117]
['CACM-2685', 39]
['CACM-2686', 52]
['CACM-2687', 83]
['CACM-2688', 78]
['CACM-2689', 27]
['CACM-2690', 29]
['CACM-2691', 45]
['CACM-2692', 123]
['CACM-2693', 36]
['CACM-2694', 23]
['CACM-2695', 72]
['CACM-2696', 52]
['CACM-2697', 89]
['CACM-2698', 120]
['CACM-2699', 68]
['CACM-2700', 54]
['CACM-2701', 84]
['CACM-2702', 73]
['CACM-2703', 61]
['CACM-2704', 95]
['CACM-2705', 76]
['CACM-2706', 35]
['CACM-2707', 71]
['CACM-2708', 89]
['CACM-2709', 104]
['CACM-2710', 98]
['CACM-2711', 65]
['CACM-2712', 68]
['CACM-2713', 20]
['CACM-2714', 65]
['CACM-2715', 82]
['CACM-2716', 104]
['CACM-2717', 77]
['CACM-2718', 80]
['CACM-2719', 109]
['CACM-2720', 85]
['CACM-2721', 89]
['CACM-2722', 94]
['CACM-2723', 162]
['CACM-2724', 16]
['CACM-2725', 20]
['CACM-2726', 105]
['CACM-2727', 43]
['CACM-2728', 47]
['CACM-2729', 33]
['CACM-2730', 58]
['CACM-2731', 29]
['CACM-2732', 123]
['CACM-2733', 90]
['CACM-2734', 111]
['CACM-2735', 30]
['CACM-2736', 59]
['CACM-2737', 51]
['CACM-2738', 92]
['CACM-2739', 81]
['CACM-2740', 114]
['CACM-2741', 98]
['CACM-2742', 76]
['CACM-2743', 28]
['CACM-2744', 54]
['CACM-2745', 43]
['CACM-2746', 77]
['CACM-2747', 53]
['CACM-2748', 36]
['CACM-2749', 55]
['CACM-2750', 81]
['CACM-2751', 74]
['CACM-2752', 23]
['CACM-2753', 116]
['CACM-2754', 59]
['CACM-2755', 16]
['CACM-2756', 32]
['CACM-2757', 23]
['CACM-2758', 24]
['CACM-2759', 23]
['CACM-2760', 19]
['CACM-2761', 18]
['CACM-2762', 23]
['CACM-2763', 30]
['CACM-2764', 63]
['CACM-2765', 118]
['CACM-2766', 60]
['CACM-2767', 79]
['CACM-2768', 57]
['CACM-2769', 44]
['CACM-2770', 70]
['CACM-2771', 71]
['CACM-2772', 41]
['CACM-2773', 36]
['CACM-2774', 16]
['CACM-2775', 22]
['CACM-2776', 68]
['CACM-2777', 68]
['CACM-2778', 18]
['CACM-2779', 37]
['CACM-2780', 46]
['CACM-2781', 36]
['CACM-2782', 23]
['CACM-2783', 40]
['CACM-2784', 58]
['CACM-2785', 57]
['CACM-2786', 107]
['CACM-2787', 76]
['CACM-2788', 30]
['CACM-2789', 20]
['CACM-2790', 18]
['CACM-2791', 19]
['CACM-2792', 19]
['CACM-2793', 19]
['CACM-2794', 71]
['CACM-2795', 91]
['CACM-2796', 22]
['CACM-2797', 18]
['CACM-2798', 65]
['CACM-2799', 58]
['CACM-2800', 65]
['CACM-2801', 70]
['CACM-2802', 71]
['CACM-2803', 26]
['CACM-2804', 33]
['CACM-2805', 40]
['CACM-2806', 39]
['CACM-2807', 48]
['CACM-2808', 43]
['CACM-2809', 50]
['CACM-2810', 68]
['CACM-2811', 57]
['CACM-2812', 89]
['CACM-2813', 37]
['CACM-2814', 17]
['CACM-2815', 54]
['CACM-2816', 77]
['CACM-2817', 76]
['CACM-2818', 21]
['CACM-2819', 68]
['CACM-2820', 111]
['CACM-2821', 66]
['CACM-2822', 45]
['CACM-2823', 63]
['CACM-2824', 53]
['CACM-2825', 38]
['CACM-2826', 64]
['CACM-2827', 72]
['CACM-2828', 127]
['CACM-2829', 93]
['CACM-2830', 18]
['CACM-2831', 20]
['CACM-2832', 59]
['CACM-2833', 103]
['CACM-2834', 50]
['CACM-2835', 46]
['CACM-2836', 43]
['CACM-2837', 53]
['CACM-2838', 113]
['CACM-2839', 53]
['CACM-2840', 90]
['CACM-2841', 68]
['CACM-2842', 152]
['CACM-2843', 46]
['CACM-2844', 40]
['CACM-2845', 62]
['CACM-2846', 77]
['CACM-2847', 56]
['CACM-2848', 43]
['CACM-2849', 93]
['CACM-2850', 74]
['CACM-2851', 118]
['CACM-2852', 72]
['CACM-2853', 28]
['CACM-2854', 19]
['CACM-2855', 94]
['CACM-2856', 88]
['CACM-2857', 81]
['CACM-2858', 69]
['CACM-2859', 82]
['CACM-2860', 104]
['CACM-2861', 25]
['CACM-2862', 75]
['CACM-2863', 90]
['CACM-2864', 84]
['CACM-2865', 104]
['CACM-2866', 86]
['CACM-2867', 78]
['CACM-2868', 83]
['CACM-2869', 60]
['CACM-2870', 85]
['CACM-2871', 71]
['CACM-2872', 17]
['CACM-2873', 58]
['CACM-2874', 58]
['CACM-2875', 25]
['CACM-2876', 79]
['CACM-2877', 51]
['CACM-2878', 64]
['CACM-2879', 59]
['CACM-2880', 43]
['CACM-2881', 64]
['CACM-2882', 87]
['CACM-2883', 80]
['CACM-2884', 71]
['CACM-2885', 57]
['CACM-2886', 73]
['CACM-2887', 99]
['CACM-2888', 74]
['CACM-2889', 101]
['CACM-2890', 70]
['CACM-2891', 53]
['CACM-2892', 62]
['CACM-2893', 93]
['CACM-2894', 54]
['CACM-2895', 48]
['CACM-2896', 72]
['CACM-2897', 84]
['CACM-2898', 64]
['CACM-2899', 59]
['CACM-2900', 46]
['CACM-2901', 79]
['CACM-2902', 99]
['CACM-2903', 65]
['CACM-2904', 46]
['CACM-2905', 86]
['CACM-2906', 73]
['CACM-2907', 47]
['CACM-2908', 27]
['CACM-2909', 21]
['CACM-2910', 27]
['CACM-2911', 121]
['CACM-2912', 69]
['CACM-2913', 73]
['CACM-2914', 48]
['CACM-2915', 60]
['CACM-2916', 92]
['CACM-2917', 21]
['CACM-2918', 67]
['CACM-2919', 77]
['CACM-2920', 72]
['CACM-2921', 88]
['CACM-2922', 106]
['CACM-2923', 96]
['CACM-2924', 92]
['CACM-2925', 93]
['CACM-2926', 46]
['CACM-2927', 69]
['CACM-2928', 111]
['CACM-2929', 115]
['CACM-2930', 43]
['CACM-2931', 150]
['CACM-2932', 34]
['CACM-2933', 31]
['CACM-2934', 62]
['CACM-2935', 18]
['CACM-2936', 76]
['CACM-2937', 63]
['CACM-2938', 58]
['CACM-2939', 102]
['CACM-2940', 94]
['CACM-2941', 97]
['CACM-2942', 24]
['CACM-2943', 83]
['CACM-2944', 74]
['CACM-2945', 67]
['CACM-2946', 69]
['CACM-2947', 85]
['CACM-2948', 56]
['CACM-2949', 62]
['CACM-2950', 71]
['CACM-2951', 91]
['CACM-2952', 34]
['CACM-2953', 59]
['CACM-2954', 58]
['CACM-2955', 58]
['CACM-2956', 63]
['CACM-2957', 106]
['CACM-2958', 71]
['CACM-2959', 75]
['CACM-2960', 20]
['CACM-2961', 52]
['CACM-2962', 56]
['CACM-2963', 51]
['CACM-2964', 24]
['CACM-2965', 46]
['CACM-2966', 55]
['CACM-2967', 87]
['CACM-2968', 81]
['CACM-2969', 43]
['CACM-2970', 70]
['CACM-2971', 86]
['CACM-2972', 89]
['CACM-2973', 52]
['CACM-2974', 40]
['CACM-2975', 22]
['CACM-2976', 31]
['CACM-2977', 59]
['CACM-2978', 74]
['CACM-2979', 103]
['CACM-2980', 59]
['CACM-2981', 69]
['CACM-2982', 42]
['CACM-2983', 29]
['CACM-2984', 39]
['CACM-2985', 83]
['CACM-2986', 97]
['CACM-2987', 85]
['CACM-2988', 75]
['CACM-2989', 93]
['CACM-2990', 75]
['CACM-2991', 115]
['CACM-2992', 21]
['CACM-2993', 74]
['CACM-2994', 51]
['CACM-2995', 17]
['CACM-2996', 102]
['CACM-2997', 53]
['CACM-2998', 96]
['CACM-2999', 53]
['CACM-3000', 69]
['CACM-3001', 86]
['CACM-3002', 69]
['CACM-3003', 66]
['CACM-3004', 82]
['CACM-3005', 94]
['CACM-3006', 96]
['CACM-3007', 14]
['CACM-3008', 75]
['CACM-3009', 46]
['CACM-3010', 45]
['CACM-3011', 82]
['CACM-3012', 55]
['CACM-3013', 59]
['CACM-3014', 84]
['CACM-3015', 113]
['CACM-3016', 63]
['CACM-3017', 55]
['CACM-3018', 71]
['CACM-3019', 17]
['CACM-3020', 63]
['CACM-3021', 103]
['CACM-3022', 65]
['CACM-3023', 63]
['CACM-3024', 87]
['CACM-3025', 83]
['CACM-3026', 87]
['CACM-3027', 78]
['CACM-3028', 70]
['CACM-3029', 17]
['CACM-3030', 83]
['CACM-3031', 69]
['CACM-3032', 75]
['CACM-3033', 81]
['CACM-3034', 65]
['CACM-3035', 68]
['CACM-3036', 61]
['CACM-3037', 57]
['CACM-3038', 53]
['CACM-3039', 80]
['CACM-3040', 66]
['CACM-3041', 94]
['CACM-3042', 74]
['CACM-3043', 76]
['CACM-3044', 51]
['CACM-3045', 79]
['CACM-3046', 61]
['CACM-3047', 89]
['CACM-3048', 75]
['CACM-3049', 98]
['CACM-3050', 69]
['CACM-3051', 31]
['CACM-3052', 92]
['CACM-3053', 116]
['CACM-3054', 91]
['CACM-3055', 55]
['CACM-3056', 51]
['CACM-3057', 79]
['CACM-3058', 52]
['CACM-3059', 64]
['CACM-3060', 48]
['CACM-3061', 27]
['CACM-3062', 32]
['CACM-3063', 33]
['CACM-3064', 84]
['CACM-3065', 58]
['CACM-3066', 69]
['CACM-3067', 117]
['CACM-3068', 75]
['CACM-3069', 104]
['CACM-3070', 67]
['CACM-3071', 63]
['CACM-3072', 91]
['CACM-3073', 139]
['CACM-3074', 89]
['CACM-3075', 61]
['CACM-3076', 112]
['CACM-3077', 176]
['CACM-3078', 65]
['CACM-3079', 36]
['CACM-3080', 101]
['CACM-3081', 89]
['CACM-3082', 59]
['CACM-3083', 72]
['CACM-3084', 56]
['CACM-3085', 57]
['CACM-3086', 61]
['CACM-3087', 131]
['CACM-3088', 68]
['CACM-3089', 58]
['CACM-3090', 60]
['CACM-3091', 78]
['CACM-3092', 83]
['CACM-3093', 82]
['CACM-3094', 118]
['CACM-3095', 51]
['CACM-3096', 77]
['CACM-3097', 88]
['CACM-3098', 55]
['CACM-3099', 57]
['CACM-3100', 66]
['CACM-3101', 86]
['CACM-3102', 45]
['CACM-3103', 72]
['CACM-3104', 57]
['CACM-3105', 96]
['CACM-3106', 110]
['CACM-3107', 50]
['CACM-3108', 37]
['CACM-3109', 48]
['CACM-3110', 68]
['CACM-3111', 77]
['CACM-3112', 158]
['CACM-3113', 78]
['CACM-3114', 80]
['CACM-3115', 85]
['CACM-3116', 73]
['CACM-3117', 71]
['CACM-3118', 54]
['CACM-3119', 51]
['CACM-3120', 71]
['CACM-3121', 75]
['CACM-3122', 29]
['CACM-3123', 30]
['CACM-3124', 64]
['CACM-3125', 74]
['CACM-3126', 41]
['CACM-3127', 67]
['CACM-3128', 93]
['CACM-3129', 57]
['CACM-3130', 72]
['CACM-3131', 66]
['CACM-3132', 71]
['CACM-3133', 62]
['CACM-3134', 77]
['CACM-3135', 85]
['CACM-3136', 57]
['CACM-3137', 47]
['CACM-3138', 94]
['CACM-3139', 50]
['CACM-3140', 67]
['CACM-3141', 55]
['CACM-3142', 105]
['CACM-3143', 74]
['CACM-3144', 75]
['CACM-3145', 69]
['CACM-3146', 69]
['CACM-3147', 77]
['CACM-3148', 79]
['CACM-3149', 55]
['CACM-3150', 94]
['CACM-3151', 44]
['CACM-3152', 74]
['CACM-3153', 92]
['CACM-3154', 81]
['CACM-3155', 44]
['CACM-3156', 60]
['CACM-3157', 76]
['CACM-3158', 54]
['CACM-3159', 28]
['CACM-3160', 95]
['CACM-3161', 23]
['CACM-3162', 37]
['CACM-3163', 76]
['CACM-3164', 74]
['CACM-3165', 81]
['CACM-3166', 67]
['CACM-3167', 43]
['CACM-3168', 32]
['CACM-3169', 31]
['CACM-3170', 32]
['CACM-3171', 43]
['CACM-3172', 60]
['CACM-3173', 51]
['CACM-3174', 48]
['CACM-3175', 58]
['CACM-3176', 67]
['CACM-3177', 54]
['CACM-3178', 25]
['CACM-3179', 60]
['CACM-3180', 54]
['CACM-3181', 78]
['CACM-3182', 92]
['CACM-3183', 68]
['CACM-3184', 191]
['CACM-3185', 45]
['CACM-3186', 46]
['CACM-3187', 50]
['CACM-3188', 95]
['CACM-3189', 39]
['CACM-3190', 38]
['CACM-3191', 38]
['CACM-3192', 47]
['CACM-3193', 43]
['CACM-3194', 40]
['CACM-3195', 41]
['CACM-3196', 43]
['CACM-3197', 43]
['CACM-3198', 36]
['CACM-3199', 99]
['CACM-3200', 83]
['CACM-3201', 83]
['CACM-3202', 89]
['CACM-3203', 82]
['CACM-3204', 82]
